,product_id,category,color,size,season,supplier,cost_price,list_price
19704,P019705,Tops,Black,XS,Fall,supplierb,14.6,181.8
19705,P019706,Dresses,Yellow,L,Fall,suppliera,20.6,191.1
19706,P019707,Shoes,Red,XS,Winter,supplierd,78.2,83.9
19707,P019708,Bottoms,White,S,Summer,suppliera,7.3,83.8
19708,P019709,Accessories,Blue,M,Spring,supplierb,69.4,127.7
19709,P019710,Bottoms,,XL,Summer,supplierd,24.0,99.0
19710,P019711,Tops,White,L,Fall,supplierd,46.4,65.1
19711,P019712,Bottoms,Black,S,Fall,supplierd,27.1,157.4
19712,P019713,Bottoms,Black,L,Spring,supplierc,18.5,185.5
19713,P019714,Accessories,Green,M,Fall,suppliera,69.3,172.2
19714,P019715,Accessories,Yellow,L,Spring,supplierd,11.7,150.7
19715,P019716,Bottoms,Red,M,Spring,suppliera,33.5,96.0
19716,P019717,Accessories,Black,M,Fall,supplierb,36.2,62.8
19717,P019718,Bottoms,Green,L,Spring,supplierb,14.4,169.9
19718,P019719,Shoes,Green,S,Fall,suppliera,58.1,123.7
19719,P019720,Bottoms,Blue,XS,Summer,supplierc,76.4,183.4
19720,P019721,Dresses,Green,S,Fall,supplierc,40.2,169.4
19721,P019722,Accessories,Red,S,Spring,supplierc,69.3,43.8
19722,P019723,Accessories,Blue,S,Fall,suppliera,73.0,58.9
19723,P019724,Tops,Black,L,Spring,supplierd,35.8,87.9
19724,P019725,Tops,Yellow,XS,Fall,supplierb,34.9,156.9
19725,P019726,Dresses,Black,XS,Fall,suppliera,43.8,131.0
19726,P019727,Accessories,Green,M,Spring,supplierd,28.4,111.2
19727,P019728,Accessories,White,XS,Winter,supplierc,8.9,27.4
19728,P019729,Tops,Red,S,Fall,supplierc,62.9,27.7
19729,P019730,Tops,Red,L,Spring,supplierd,10.5,172.1
19730,P019731,Bottoms,Green,XS,Winter,supplierd,11.0,35.5
19731,P019732,Accessories,Red,M,Winter,supplierd,62.2,81.0
19732,P019733,missing,Blue,XS,Summer,suppliera,50.4,155.3
19733,P019734,Bottoms,Green,L,Summer,supplierb,36.3,91.2
19734,P019735,Accessories,White,S,Fall,supplierb,64.8,63.4
19735,P019736,Dresses,Black,XS,Spring,supplierd,33.5,115.7
19736,P019737,Tops,Red,L,Fall,supplierb,48.7,105.4
19737,P019738,Tops,,M,Spring,supplierb,38.5,53.3
19738,P019739,Tops,Black,S,Summer,suppliera,32.8,137.0
19739,P019740,Shoes,White,M,Winter,supplierb,52.3,20.8
19740,P019741,Dresses,White,XL,Spring,supplierc,62.2,155.5
19741,P019742,Dresses,Blue,M,Fall,supplierd,28.4,186.8
19742,P019743,Bottoms,White,M,Winter,supplierb,74.9,148.6
19743,P019744,Shoes,White,XS,Winter,suppliera,56.0,89.9
19744,P019745,Accessories,Red,XS,Fall,supplierd,5.3,29.5
19745,P019746,Dresses,Black,M,Fall,supplierd,11.0,78.6
19746,P019747,Shoes,Yellow,L,Spring,supplierb,73.1,120.1
19747,P019748,Shoes,Red,XL,Fall,supplierd,13.6,66.9
19748,P019749,Dresses,Red,XS,Spring,supplierd,67.1,106.2
19749,P019750,Bottoms,Green,S,Fall,supplierc,76.3,64.4
19750,P019751,Shoes,Yellow,L,Fall,supplierb,33.8,174.7
19751,P019752,Tops,Green,XS,Winter,supplierc,17.7,22.0
19752,P019753,Shoes,Blue,S,Winter,supplierd,36.6,115.1
19753,P019754,Accessories,Yellow,S,Summer,supplierd,65.4,11.1
19754,P019755,Dresses,Blue,M,Winter,supplierd,69.0,80.5
19755,P019756,Accessories,White,XL,Winter,supplierc,41.0,117.1
19756,P019757,Bottoms,Blue,XS,Fall,suppliera,65.5,42.4
19757,P019758,Tops,Blue,M,Winter,supplierc,66.2,144.2
19758,P019759,Dresses,White,M,Winter,supplierc,13.6,44.9
19759,P019760,Shoes,Black,XL,Spring,supplierc,60.5,132.2
19760,P019761,Tops,White,L,Spring,supplierc,62.6,174.0
19761,P019762,Shoes,White,M,Summer,supplierd,5.6,142.5
19762,P019763,Bottoms,Black,L,Winter,supplierc,12.4,26.3
19763,P019764,Dresses,White,XL,Spring,supplierc,22.6,195.9
19764,P019765,Bottoms,Green,M,Summer,suppliera,27.6,128.4
19765,P019766,Bottoms,Blue,XS,Summer,supplierc,10.2,170.6
19766,P019767,Bottoms,White,L,Winter,supplierc,58.3,18.5
19767,P019768,Bottoms,Red,XL,Winter,supplierd,46.6,177.5
19768,P019769,Shoes,Blue,S,Winter,suppliera,39.7,180.8
19769,P019770,Accessories,Green,M,Spring,supplierd,50.6,45.8
19770,P019771,Shoes,Green,M,Summer,supplierd,24.6,178.4
19771,P019772,Tops,White,M,Summer,supplierc,71.1,59.4
19772,P019773,Bottoms,Black,XS,Summer,supplierd,19.6,182.7
19773,P019774,Tops,Red,XS,Winter,supplierd,78.1,43.1
19774,P019775,Shoes,White,S,Summer,suppliera,78.2,132.4
19775,P019776,Bottoms,Black,M,Spring,supplierc,17.8,168.8
19776,P019777,Shoes,Green,XL,Fall,supplierc,36.6,16.0
19777,P019778,Bottoms,Blue,XS,Summer,supplierb,25.9,162.1
19778,P019779,Shoes,Green,XS,Spring,supplierc,48.4,110.8
19779,P019780,Dresses,White,S,Winter,supplierd,12.4,74.5
19780,P019781,Accessories,Black,XL,Winter,suppliera,12.7,86.4
19781,P019782,Accessories,White,L,Fall,supplierb,68.4,81.0
19782,P019783,Bottoms,Green,XS,Fall,supplierb,63.4,187.2
19783,P019784,Dresses,Red,XL,Winter,supplierd,43.3,91.7
19784,P019785,Tops,Green,L,Winter,supplierb,76.0,122.7
19785,P019786,Dresses,White,XS,Winter,supplierc,43.1,156.1
19786,P019787,Bottoms,Black,XS,Fall,suppliera,42.9,10.2
19787,P019788,Dresses,White,XL,Winter,supplierc,32.6,95.9
19788,P019789,Tops,Blue,XS,Winter,supplierd,16.6,19.1
19789,P019790,Bottoms,Blue,L,Fall,supplierd,33.8,91.2
19790,P019791,Accessories,Black,XS,Spring,supplierd,42.0,18.8
19791,P019792,Dresses,Green,M,Winter,supplierd,62.1,137.0
19792,P019793,Accessories,White,L,Winter,supplierd,21.1,22.7
19793,P019794,Accessories,Yellow,XL,Fall,supplierc,37.2,58.3
19794,P019795,Shoes,Yellow,XL,Spring,supplierd,47.5,127.9
19795,P019796,Tops,Blue,XS,Summer,supplierb,40.0,78.8
19796,P019797,Dresses,,L,Spring,supplierc,53.2,146.7
19797,P019798,Accessories,Blue,XL,Summer,suppliera,23.5,97.7
19798,P019799,Accessories,Green,M,Summer,supplierd,65.6,38.8
19799,P019800,Tops,Black,S,Summer,supplierb,24.1,118.7
19800,P019801,Accessories,Red,M,Fall,supplierc,59.6,75.2
19801,P019802,Accessories,White,M,Spring,supplierc,16.0,90.0
19802,P019803,Accessories,White,L,Summer,supplierd,26.3,139.6
19803,P019804,Accessories,Yellow,XS,Fall,supplierb,35.7,109.4
19804,P019805,Shoes,Black,XL,Summer,supplierd,35.0,99.4
19805,P019806,Shoes,Red,XS,Fall,supplierb,47.9,132.7
19806,P019807,Bottoms,Red,L,Fall,supplierd,8.6,75.0
19807,P019808,Dresses,Red,L,Winter,supplierc,66.6,126.9
19808,P019809,Tops,Black,XL,Summer,supplierc,54.4,99.8
19809,P019810,Bottoms,Black,M,Spring,suppliera,33.1,92.0
19810,P019811,Shoes,White,L,Winter,supplierd,12.4,174.0
19811,P019812,Shoes,Blue,XL,Fall,suppliera,20.9,189.2
19812,P019813,Shoes,Green,M,Winter,suppliera,53.6,85.7
19813,P019814,Bottoms,White,S,Fall,supplierb,48.6,107.6
19814,P019815,Shoes,Yellow,S,Fall,supplierb,18.2,177.5
19815,P019816,Bottoms,,L,Summer,supplierb,73.0,152.9
19816,P019817,Shoes,Yellow,XL,Fall,supplierb,72.0,146.1
19817,P019818,Accessories,Red,S,Winter,supplierb,29.3,191.2
19818,P019819,Accessories,Blue,XS,Fall,supplierd,74.2,121.7
19819,P019820,Dresses,Green,XS,Spring,supplierd,13.0,164.0
19820,P019821,Shoes,Red,XL,Spring,supplierd,23.8,173.0
19821,P019822,Dresses,Black,XS,Summer,supplierb,69.4,57.8
19822,P019823,Bottoms,,L,Fall,supplierb,60.4,77.6
19823,P019824,Dresses,Black,S,Spring,supplierc,11.2,106.5
19824,P019825,Shoes,Green,S,Spring,supplierd,66.6,195.4
19825,P019826,Bottoms,Yellow,XL,Fall,supplierb,79.1,53.2
19826,P019827,Bottoms,Green,M,Spring,supplierc,48.3,171.6
19827,P019828,Accessories,Red,S,Spring,supplierd,77.6,131.8
19828,P019829,Bottoms,Black,M,Summer,supplierd,9.8,19.6
19829,P019830,Bottoms,White,M,Summer,supplierb,29.6,80.1
19830,P019831,missing,Yellow,XL,Spring,supplierd,25.3,22.8
19831,P019832,Bottoms,White,M,Summer,supplierb,7.0,82.8
19832,P019833,Tops,Black,M,Fall,supplierb,31.2,149.7
19833,P019834,Accessories,Green,XL,Summer,supplierb,34.4,100.5
19834,P019835,Accessories,Yellow,XL,Fall,suppliera,13.7,94.6
19835,P019836,Bottoms,Blue,XL,Summer,supplierb,7.8,62.2
19836,P019837,Dresses,Yellow,XL,Summer,supplierc,65.6,33.0
19837,P019838,Accessories,Black,XL,Fall,supplierc,22.8,134.0
19838,P019839,Accessories,Red,XS,Fall,supplierc,15.5,15.6
19839,P019840,Tops,White,L,Spring,supplierb,8.9,184.0
19840,P019841,Bottoms,Yellow,S,Spring,suppliera,37.7,47.5
19841,P019842,Accessories,Red,XL,Winter,suppliera,32.4,143.6
19842,P019843,Accessories,Blue,M,Summer,supplierc,7.0,189.5
19843,P019844,Accessories,White,S,Winter,supplierb,16.2,61.7
19844,P019845,Accessories,White,XL,Spring,supplierb,72.0,41.4
19845,P019846,Dresses,White,XS,Winter,supplierb,25.0,118.8
19846,P019847,Shoes,Yellow,M,Winter,suppliera,60.4,190.1
19847,P019848,Tops,Red,XS,Spring,supplierb,60.2,78.6
19848,P019849,Dresses,Green,L,Summer,supplierb,30.6,196.8
19849,P019850,Tops,Red,L,Summer,supplierb,60.6,64.8
19850,P019851,Accessories,Green,XL,Fall,supplierb,18.7,63.2
19851,P019852,Tops,Yellow,L,Fall,suppliera,39.3,25.4
19852,P019853,Bottoms,Black,XL,Fall,supplierb,15.5,49.2
19853,P019854,Bottoms,White,XL,Spring,suppliera,24.2,174.6
19854,P019855,Shoes,Red,L,Spring,supplierc,23.7,91.2
19855,P019856,Shoes,Blue,L,Winter,supplierc,23.8,103.8
19856,P019857,Tops,Blue,XS,Winter,suppliera,30.0,131.2
19857,P019858,Dresses,Green,XS,Winter,suppliera,61.1,46.0
19858,P019859,Dresses,Green,XS,Fall,supplierb,58.9,151.1
19859,P019860,Accessories,White,M,Fall,supplierb,67.2,169.1
19860,P019861,Dresses,Green,M,Winter,supplierb,21.8,63.6
19861,P019862,Shoes,Blue,S,Summer,supplierd,32.6,110.3
19862,P019863,Dresses,Red,XL,Winter,suppliera,71.2,77.3
19863,P019864,Accessories,Red,XL,Winter,suppliera,38.3,23.6
19864,P019865,Bottoms,Green,M,Fall,supplierc,51.5,25.6
19865,P019866,Dresses,Green,M,Fall,suppliera,6.8,21.3
19866,P019867,Dresses,Yellow,XL,Spring,supplierb,71.3,13.1
19867,P019868,Shoes,Blue,S,Spring,supplierd,35.3,132.9
19868,P019869,Tops,Black,L,Winter,suppliera,30.2,152.5
19869,P019870,Bottoms,Red,S,Fall,supplierd,48.0,195.8
19870,P019871,Tops,Green,M,Fall,supplierd,63.6,170.0
19871,P019872,Accessories,Yellow,M,Fall,suppliera,38.9,43.8
19872,P019873,Accessories,Yellow,L,Summer,suppliera,36.2,60.4
19873,P019874,Tops,Yellow,L,Fall,supplierd,49.2,147.3
19874,P019875,Shoes,Yellow,S,Summer,supplierb,73.6,94.9
19875,P019876,Shoes,White,XL,Spring,supplierd,56.7,175.2
19876,P019877,Shoes,Green,XL,Fall,supplierd,79.8,72.3
19877,P019878,Bottoms,Green,XS,Fall,supplierc,44.0,164.3
19878,P019879,Accessories,Yellow,S,Spring,supplierc,66.0,182.9
19879,P019880,Accessories,Red,M,Winter,supplierd,11.3,196.8
19880,P019881,Accessories,Green,XS,Spring,supplierb,50.3,115.2
19881,P019882,Bottoms,White,S,Winter,supplierc,32.0,115.6
19882,P019883,Accessories,White,XL,Summer,supplierb,20.8,167.9
19883,P019884,Tops,Yellow,L,Spring,supplierb,9.8,136.8
19884,P019885,Dresses,White,M,Winter,supplierb,67.4,72.1
19885,P019886,Bottoms,Blue,XS,Spring,suppliera,7.4,136.4
19886,P019887,Dresses,White,L,Summer,supplierc,14.1,182.5
19887,P019888,Tops,Yellow,M,Winter,supplierd,64.3,195.8
19888,P019889,Shoes,Yellow,XL,Spring,supplierb,6.6,178.5
19889,P019890,Shoes,Yellow,XL,Fall,supplierd,38.7,61.4
19890,P019891,Shoes,Red,XL,Spring,supplierc,49.1,199.9
19891,P019892,Bottoms,Black,S,Fall,suppliera,22.9,116.4
19892,P019893,Shoes,Green,M,Fall,supplierd,38.1,191.0
19893,P019894,Bottoms,Green,S,Spring,supplierc,7.3,163.7
19894,P019895,Bottoms,Green,XL,Fall,supplierc,27.2,19.9
19895,P019896,Dresses,,M,Winter,supplierb,34.7,136.5
19896,P019897,Shoes,White,M,Winter,supplierb,47.3,82.9
19897,P019898,Accessories,White,XL,Winter,suppliera,59.6,129.8
19898,P019899,Shoes,Black,S,Spring,supplierd,34.4,73.9
19899,P019900,Shoes,Black,XS,Spring,suppliera,54.1,160.4
19900,P019901,Shoes,Black,XL,Summer,supplierd,58.0,43.2
19901,P019902,Accessories,Black,XL,Fall,suppliera,25.6,43.0
19902,P019903,Accessories,Black,XS,Spring,supplierd,75.7,84.5
19903,P019904,Bottoms,Green,XS,Spring,supplierb,45.4,153.5
19904,P019905,Accessories,Green,M,Fall,supplierc,29.3,139.2
19905,P019906,Bottoms,Black,XS,Winter,supplierb,52.3,127.2
19906,P019907,Dresses,Green,M,Winter,supplierb,37.9,144.6
19907,P019908,Bottoms,Black,XS,Spring,supplierb,27.0,42.9
19908,P019909,Shoes,Black,S,Fall,suppliera,10.2,191.0
19909,P019910,Tops,Black,M,Summer,supplierd,54.4,83.4
19910,P019911,Tops,Green,S,Summer,suppliera,40.2,120.3
19911,P019912,Shoes,Blue,XS,Summer,suppliera,45.0,138.6
19912,P019913,Bottoms,Blue,S,Winter,supplierb,70.0,37.1
19913,P019914,Shoes,Yellow,XL,Fall,supplierc,13.7,174.3
19914,P019915,Accessories,Yellow,XS,Fall,supplierb,31.6,43.1
19915,P019916,Bottoms,Blue,M,Fall,supplierb,7.6,30.8
19916,P019917,Shoes,Red,XS,Spring,supplierd,38.9,17.8
19917,P019918,Accessories,Blue,L,Spring,supplierc,28.6,121.1
19918,P019919,Accessories,Blue,XL,Spring,supplierd,5.9,123.2
19919,P019920,Bottoms,Blue,M,Spring,suppliera,55.2,49.6
19920,P019921,Dresses,White,XS,Spring,supplierb,42.6,91.6
19921,P019922,Dresses,Black,XL,Fall,supplierb,71.1,51.4
19922,P019923,Accessories,Yellow,M,Summer,suppliera,34.5,12.1
19923,P019924,Dresses,Green,XL,Summer,supplierd,27.2,112.0
19924,P019925,Accessories,White,M,Spring,supplierb,9.7,150.3
19925,P019926,Dresses,Black,XL,Summer,supplierd,70.9,61.9
19926,P019927,Accessories,Blue,M,Winter,supplierb,62.5,124.8
19927,P019928,Accessories,Blue,M,Spring,supplierc,39.6,149.1
19928,P019929,Accessories,White,L,Summer,supplierc,22.8,46.9
19929,P019930,Accessories,Green,M,Summer,supplierd,34.2,167.7
19930,P019931,Tops,White,L,Summer,supplierd,10.2,23.4
19931,P019932,Dresses,White,XS,Spring,supplierb,30.4,91.0
19932,P019933,Accessories,Yellow,XS,Fall,suppliera,5.2,39.1
19933,P019934,Shoes,Black,XL,Winter,suppliera,33.6,46.4
19934,P019935,Bottoms,Red,S,Summer,suppliera,69.1,43.7
19935,P019936,Shoes,Yellow,S,Fall,supplierd,56.3,47.2
19936,P019937,Shoes,Green,XS,Winter,supplierc,61.6,173.8
19937,P019938,Tops,Green,L,Fall,supplierd,5.5,176.6
19938,P019939,Dresses,White,M,Spring,supplierb,71.1,15.6
19939,P019940,Tops,White,XL,Spring,suppliera,58.6,45.2
19940,P019941,Dresses,Blue,M,Fall,supplierd,28.9,183.7
19941,P019942,Accessories,White,M,Spring,supplierb,74.6,28.4
19942,P019943,Tops,Black,S,Winter,supplierc,78.4,142.1
19943,P019944,Bottoms,Blue,XS,Summer,suppliera,24.1,21.2
19944,P019945,Dresses,Red,L,Spring,supplierb,11.8,29.0
19945,P019946,Tops,Black,S,Spring,supplierd,66.8,115.8
19946,P019947,Bottoms,Green,M,Summer,supplierd,22.6,16.4
19947,P019948,Shoes,Green,M,Spring,supplierc,16.2,178.5
19948,P019949,Accessories,Black,XS,Fall,supplierb,75.7,77.2
19949,P019950,Accessories,Yellow,L,Fall,supplierc,43.0,186.9
19950,P019951,Shoes,White,XS,Fall,supplierb,61.4,28.1
19951,P019952,Tops,White,XL,Summer,supplierd,50.0,51.5
19952,P019953,Shoes,White,XL,Fall,supplierb,50.9,62.8
19953,P019954,Bottoms,Green,S,Summer,supplierd,56.4,54.7
19954,P019955,Dresses,Black,XS,Fall,supplierc,23.3,103.6
19955,P019956,Tops,White,M,Spring,supplierb,47.8,39.8
19956,P019957,Dresses,Yellow,XL,Winter,supplierb,6.7,30.5
19957,P019958,Shoes,Blue,S,Spring,supplierc,28.3,80.6
19958,P019959,Accessories,Green,XL,Spring,suppliera,20.8,34.0
19959,P019960,Dresses,Yellow,XL,Summer,supplierc,14.9,125.0
19960,P019961,Dresses,Black,XL,Fall,suppliera,20.3,125.8
19961,P019962,Accessories,Yellow,XL,Winter,supplierc,75.1,89.1
19962,P019963,Dresses,Black,XS,Winter,supplierd,45.8,109.6
19963,P019964,Dresses,Black,M,Fall,supplierc,23.9,194.0
19964,P019965,Accessories,Black,XS,Spring,supplierc,16.9,170.5
19965,P019966,Accessories,Red,S,Summer,supplierd,72.2,147.0
19966,P019967,Shoes,Blue,S,Fall,suppliera,59.0,157.9
19967,P019968,Shoes,Yellow,S,Summer,suppliera,71.0,136.0
19968,P019969,Dresses,,M,Fall,supplierc,74.5,61.1
19969,P019970,Tops,Yellow,XS,Fall,supplierc,72.8,16.6
19970,P019971,Shoes,White,S,Summer,supplierc,34.6,39.2
19971,P019972,Shoes,Yellow,XS,Winter,supplierd,25.6,148.0
19972,P019973,Tops,Red,M,Spring,suppliera,41.1,19.9
19973,P019974,Tops,Red,M,Fall,suppliera,30.8,49.8
19974,P019975,Accessories,Green,S,Summer,supplierd,29.4,36.1
19975,P019976,Shoes,Black,XS,Spring,supplierd,47.3,119.9
19976,P019977,Bottoms,Red,L,Winter,suppliera,65.2,88.2
19977,P019978,Bottoms,Black,M,Summer,supplierb,51.2,191.5
19978,P019979,Dresses,Blue,S,Winter,suppliera,27.6,95.8
19979,P019980,Shoes,,M,Summer,suppliera,30.9,10.4
19980,P019981,Bottoms,Green,XS,Summer,supplierc,35.0,182.8
19981,P019982,Shoes,Green,L,Summer,supplierb,11.4,46.6
19982,P019983,Shoes,White,L,Fall,supplierb,74.6,77.9
19983,P019984,Bottoms,Red,L,Spring,supplierc,16.4,106.3
19984,P019985,Shoes,Blue,L,Summer,supplierb,18.8,145.0
19985,P019986,Tops,Black,XL,Fall,suppliera,53.1,52.7
19986,P019987,Dresses,Yellow,XS,Fall,supplierb,24.9,37.6
19987,P019988,Accessories,Yellow,L,Spring,supplierc,70.6,65.4
19988,P019989,Bottoms,Yellow,XS,Winter,supplierb,51.3,102.3
19989,P019990,Accessories,Yellow,XL,Summer,supplierb,22.7,131.5
19990,P019991,Dresses,Red,S,Summer,supplierb,41.4,157.7
19991,P019992,Tops,White,XL,Spring,supplierd,44.4,62.3
19992,P019993,Tops,Green,M,Spring,supplierd,74.9,162.8
19993,P019994,Tops,Yellow,XS,Fall,supplierb,62.6,127.1
19994,P019995,Tops,Red,S,Fall,supplierb,72.7,148.3
19995,P019996,Bottoms,White,L,Spring,suppliera,49.5,194.6
19996,P019997,Bottoms,Blue,S,Spring,supplierc,74.5,173.3
19997,P019998,Shoes,Yellow,XL,Winter,supplierc,42.4,60.5
19998,P019999,Shoes,Black,L,Fall,supplierb,79.5,144.2
19999,P020000,Dresses,Blue,XL,Winter,supplierc,47.6,78.2
20000,P020001,Shoes,Blue,M,Summer,supplierb,77.8,167.3
20001,P020002,Dresses,Yellow,L,Spring,supplierd,36.3,148.3
20002,P020003,Dresses,Black,XS,Spring,supplierd,64.6,31.7
20003,P020004,Dresses,Red,L,Winter,suppliera,8.9,154.9
20004,P020005,Tops,Black,S,Winter,suppliera,57.7,74.7
20005,P020006,Accessories,White,S,Summer,supplierd,37.8,112.8
20006,P020007,Accessories,Blue,L,Winter,suppliera,32.0,173.6
20007,P020008,Bottoms,Yellow,S,Winter,suppliera,56.2,120.9
20008,P020009,Dresses,Black,XL,Winter,supplierd,42.0,171.7
20009,P020010,Tops,Green,XS,Winter,suppliera,35.3,34.6
20010,P020011,Shoes,Black,M,Winter,suppliera,18.5,13.4
20011,P020012,Shoes,Black,XL,Summer,supplierc,71.8,177.9
20012,P020013,Bottoms,White,M,Summer,supplierc,49.7,114.4
20013,P020014,Bottoms,Yellow,XS,Winter,supplierb,13.7,188.0
20014,P020015,Dresses,Blue,L,Summer,supplierd,54.9,195.2
20015,P020016,Dresses,White,S,Spring,supplierd,11.7,75.8
20016,P020017,Shoes,White,L,Fall,suppliera,28.6,98.3
20017,P020018,Shoes,Green,L,Summer,supplierc,45.3,195.4
20018,P020019,Shoes,White,XS,Fall,suppliera,36.2,153.2
20019,P020020,Shoes,Yellow,XL,Summer,supplierd,57.0,167.0
20020,P020021,Accessories,White,XS,Summer,supplierb,74.1,51.7
20021,P020022,Dresses,Green,L,Spring,supplierd,53.9,170.5
20022,P020023,Dresses,Red,M,Fall,supplierd,23.8,172.2
20023,P020024,Shoes,White,XS,Winter,supplierc,34.4,148.9
20024,P020025,Tops,Black,XL,Fall,suppliera,67.6,194.7
20025,P020026,Shoes,White,XS,Winter,supplierd,14.4,38.8
20026,P020027,Bottoms,Blue,S,Winter,suppliera,59.3,123.7
20027,P020028,Tops,Black,XL,Spring,supplierb,50.3,163.9
20028,P020029,Bottoms,Black,S,Spring,supplierc,20.2,67.4
20029,P020030,Tops,Red,M,Winter,supplierd,38.0,128.4
20030,P020031,Bottoms,Blue,L,Summer,supplierb,28.2,40.2
20031,P020032,Shoes,Blue,S,Fall,supplierb,19.8,64.2
20032,P020033,Shoes,Blue,S,Summer,supplierb,17.4,138.7
20033,P020034,Tops,White,L,Spring,supplierc,54.3,142.0
20034,P020035,Bottoms,White,M,Summer,supplierd,25.8,109.1
20035,P020036,Accessories,Black,L,Summer,supplierd,67.0,58.0
20036,P020037,Tops,Red,S,Fall,suppliera,42.2,131.8
20037,P020038,Tops,White,XS,Winter,suppliera,22.2,62.7
20038,P020039,Dresses,Yellow,S,Spring,supplierd,15.5,15.2
20039,P020040,Tops,Yellow,L,Fall,supplierb,64.1,126.3
20040,P020041,Accessories,White,XL,Spring,supplierb,32.3,22.0
20041,P020042,Shoes,Red,XL,Fall,supplierd,45.7,79.5
20042,P020043,Bottoms,Blue,L,Winter,supplierc,68.9,146.2
20043,P020044,Dresses,Black,XL,Spring,supplierd,24.8,171.6
20044,P020045,Bottoms,White,L,Summer,supplierc,19.7,77.8
20045,P020046,Shoes,,XS,Summer,supplierc,70.2,91.8
20046,P020047,Tops,Red,L,Spring,supplierc,68.9,22.7
20047,P020048,Accessories,Blue,XS,Winter,suppliera,36.9,18.0
20048,P020049,Dresses,,XL,Fall,supplierd,66.9,43.1
20049,P020050,Accessories,Green,M,Winter,supplierb,73.0,55.0
20050,P020051,Accessories,Green,XL,Summer,supplierb,28.6,65.8
20051,P020052,Accessories,Green,L,Winter,supplierb,11.5,104.6
20052,P020053,Accessories,White,XL,Winter,supplierc,49.9,192.6
20053,P020054,Shoes,Yellow,M,Spring,supplierd,6.3,163.3
20054,P020055,Accessories,,XL,Summer,supplierc,45.5,67.4
20055,P020056,Accessories,Red,M,Winter,supplierc,32.5,177.5
20056,P020057,Shoes,Yellow,S,Winter,supplierd,52.7,131.9
20057,P020058,Bottoms,Yellow,L,Summer,suppliera,23.2,141.3
20058,P020059,Shoes,Black,L,Summer,suppliera,14.2,155.8
20059,P020060,Tops,Yellow,M,Spring,supplierb,80.0,86.2
20060,P020061,Shoes,Yellow,XS,Winter,supplierd,19.0,44.2
20061,P020062,Bottoms,Yellow,M,Summer,supplierb,76.0,76.4
20062,P020063,Tops,White,S,Summer,supplierb,34.0,197.4
20063,P020064,Tops,Green,L,Fall,supplierc,43.6,37.9
20064,P020065,Dresses,Black,L,Spring,suppliera,60.9,190.9
20065,P020066,Accessories,Black,XL,Fall,supplierc,65.4,193.2
20066,P020067,Tops,Yellow,M,Fall,supplierb,8.7,141.4
20067,P020068,Tops,Yellow,S,Fall,suppliera,37.6,160.1
20068,P020069,Bottoms,Green,XL,Winter,supplierb,40.8,78.2
20069,P020070,Tops,Black,XS,Spring,suppliera,50.7,93.1
20070,P020071,Bottoms,White,XL,Spring,supplierb,35.8,12.2
20071,P020072,Accessories,Blue,S,Fall,suppliera,62.9,66.7
20072,P020073,Dresses,White,M,Spring,supplierb,76.8,169.5
20073,P020074,Dresses,White,XS,Fall,supplierc,42.0,157.7
20074,P020075,Accessories,Blue,L,Winter,supplierc,24.3,63.0
20075,P020076,Accessories,Green,XL,Fall,suppliera,54.7,118.7
20076,P020077,Shoes,Green,S,Fall,supplierb,79.9,43.1
20077,P020078,Tops,Blue,M,Spring,suppliera,22.3,152.9
20078,P020079,Tops,Yellow,XL,Fall,supplierd,27.3,37.1
20079,P020080,Tops,White,S,Summer,supplierc,52.0,95.0
20080,P020081,Bottoms,Red,XS,Winter,suppliera,59.6,57.7
20081,P020082,Shoes,Black,XL,Fall,supplierc,8.8,25.8
20082,P020083,Tops,Black,XL,Summer,suppliera,41.6,167.2
20083,P020084,Bottoms,Black,M,Summer,supplierb,19.2,11.0
20084,P020085,Bottoms,Red,S,Spring,supplierc,21.2,132.9
20085,P020086,Dresses,White,S,Winter,supplierd,20.9,12.1
20086,P020087,Bottoms,Green,L,Fall,supplierb,31.0,83.7
20087,P020088,Accessories,Yellow,L,Winter,suppliera,77.7,142.5
20088,P020089,Bottoms,Blue,S,Winter,supplierb,50.2,109.0
20089,P020090,Accessories,Black,XL,Fall,supplierd,27.6,76.0
20090,P020091,Accessories,Yellow,XS,Winter,supplierb,26.9,79.8
20091,P020092,Dresses,Red,L,Winter,supplierb,79.0,36.0
20092,P020093,Dresses,Yellow,L,Spring,supplierd,46.4,77.9
20093,P020094,Bottoms,Blue,XS,Fall,supplierb,52.3,140.9
20094,P020095,Dresses,White,M,Fall,supplierd,36.9,10.7
20095,P020096,Dresses,Red,XL,Fall,supplierb,5.0,101.4
20096,P020097,Tops,Yellow,L,Winter,supplierc,28.9,52.8
20097,P020098,Bottoms,Red,M,Winter,supplierc,64.8,111.6
20098,P020099,Bottoms,Blue,S,Summer,suppliera,21.0,176.6
20099,P020100,Bottoms,Blue,L,Spring,suppliera,72.2,11.8
20100,P020101,Dresses,Black,XS,Spring,supplierd,10.7,65.7
20101,P020102,Dresses,White,S,Fall,suppliera,73.2,35.7
20102,P020103,Accessories,Blue,S,Fall,supplierd,16.1,183.1
20103,P020104,Shoes,Black,XL,Fall,suppliera,57.1,101.4
20104,P020105,Shoes,Yellow,M,Spring,supplierb,22.6,107.9
20105,P020106,Shoes,Black,XL,Spring,supplierb,5.7,15.9
20106,P020107,Tops,Blue,S,Spring,supplierb,64.5,160.1
