,Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
38945,S05704,English,Popular only put.,2025-02-28,✔,B,No
38946,S09803,English,Read she effect.,2024-12-09,✔,A+,No
38947,S05935,Arabic,My pick home news.,2025-01-30, ✔ ,A, 
38948,S11010,Arabic,Resource religious.,2025-01-14,✔,B,No
38949,S03303,Math,Firm myself tax.,09/23/2024,✔,F, 
38950,S06689,Arabic,American recognize around.,2025-02-17,pending,F,Yes
38951,S03175,History,Law these improve.,2024-12-20,pending,C,Yes
38952,S02302,English,Leg defense central.,2024-11-07,✔,B,Yes
38953,S02731,History,Debate high.,11/08/2024,❌,C,Yes
38954,S05781,Arabic,Very very race.,02/02/2025,❌,A+,No
38955,S10136,History,Author wait.,2025-01-16,✔,D,No
38956,S00373,Geography,Pick page.,2024-10-04, ✔ ,F,Yes
38957,S10216,Arabic,Before thought.,2025-01-29, ✔ ,F, 
38958,S11978,Arabic,Management return.,2025-01-28,❌,A,No
38959,S00260,Math,Reach another nice.,2024-10-17,✔,A+, 
38960,S04829,History,Lawyer level.,12/26/2024,❌,B-,Yes
38961,S10018,English,Home thus.,2024-10-30,pending,F, 
38962,S03203,English,Out he leg.,2024-10-15,pending,F, 
38963,S10259,Geography,Drug official kid war.,2024-09-23,pending,B,No
38964,S04118,Geography,Election western.,2024-11-04, ✔ ,A+,No
38965,S06267,Math,Purpose show.,2024-12-07, ✔ ,A+,No
38966,S10251,Geography,Difference.,10/07/2024,❌,A+, 
38967,S06029,Geography,Attention available floor.,12/02/2024,❌,A,Yes
38968,S06807,English,Kitchen edge.,11/02/2024,✔,C,Yes
38969,S07647,Math,Crime defense.,2025-02-21,❌,A,No
38970,S10855,Geography,Throw place attention.,11/19/2024,❌,A, 
38971,S10952,Geography,Cover understand box.,2025-03-08,❌,D, 
38972,S05697,Geography,Leg doctor.,2025-02-22, ✔ ,C,Yes
38973,S05110,Science,Security.,11/20/2024,❌,C, 
38974,S10457,Science,Soon place.,01/08/2025, ✔ ,C,Yes
38975,S08904,Arabic,Perform hot.,2024-10-21, ✔ ,F,No
38976,S06628,English,Determine garden trade.,2025-01-27,✔,D,Yes
38977,S01351,Arabic,Mr lawyer.,2025-01-18,❌,C, 
38978,S09173,Arabic,Off party dream.,2025-01-14,❌,C,No
38979,S03085,Arabic,Degree production.,2025-01-13,✔,B, 
38980,S10999,History,Exist husband class.,2024-11-08,✔,D,Yes
38981,S05298,Science,Stuff court amount.,2024-12-01, ✔ ,B-,No
38982,S05912,Geography,Heavy somebody camera.,2024-09-20, ✔ ,F,No
38983,S01895,English,Fly break.,12/22/2024,❌,B,Yes
38984,S08359,Science,Relate.,2024-12-11,✔,C-, 
38985,S08562,History,Statement feeling house south.,2024-09-17,✔,D,No
38986,S07828,Science,Back southern.,2025-03-06,✔,A,Yes
38987,S02717,Science,Easy me.,12/22/2024, ✔ ,B-,No
38988,S08607,Arabic,So very.,2025-02-10,❌,F,No
38989,S02177,Science,Study billion change.,2024-11-22, ✔ ,F,Yes
38990,S09409,Math,Store.,10/31/2024,❌,B-,Yes
38991,S08820,Science,Them sometimes keep.,2025-02-17,✔,A+,No
38992,S01786,Arabic,Order piece candidate.,2025-03-06,❌,D,Yes
38993,S05304,History,Which against store.,2024-09-27,❌,C-,Yes
38994,S03922,Science,Yourself truth send economic.,2024-12-11,✔,D,No
38995,S03726,Geography,Building card.,2024-10-10,❌,C, 
38996,S10147,Science,Camera idea when.,2024-10-12,✔,B-, 
38997,S01063,History,Believe current mind.,2025-02-23,✔,C-,No
38998,S08781,Geography,System town.,2024-12-31,❌,A, 
38999,S05093,Geography,Country identify.,2024-11-05,pending,B,Yes
39000,S01925,Arabic,Bar.,2024-11-29,✔,A+, 
39001,S06584,Math,Next while of.,2025-02-17,✔,A,No
39002,S08477,Science,There every.,2024-12-12,❌,D, 
39003,S03538,English,Use chance according.,2025-01-13,✔,A+, 
39004,S02864,English,Language that leg.,2024-10-11,✔,F, 
39005,S07866,Arabic,Serve the sort.,2024-10-18,✔,B,No
39006,S09592,Science,Either lose final.,2024-10-05,❌,A, 
39007,S05234,History,This kind enter.,2024-09-09,✔,F,Yes
39008,S02611,English,Soon without.,2024-12-14,✔,A+,No
39009,S11259,Arabic,That suggest add.,2024-12-30, ✔ ,A,No
39010,S02590,Math,Involve control.,2024-10-25,✔,B-,Yes
39011,S04865,Arabic,Middle fear.,2024-12-21,pending,C,Yes
39012,S09131,Science,Type these boy.,2024-10-10,❌,D, 
39013,S07362,English,Still notice talk.,2025-02-19,✔,A+, 
39014,S04838,Geography,Cost day week.,2024-09-17,❌,A,Yes
39015,S10869,Arabic,Toward join much remain.,09/23/2024, ✔ ,B, 
39016,S03702,History,Together discuss.,2024-11-30,❌,A+,No
39017,S08631,History,Improve so.,2025-01-15,❌,F,Yes
39018,S08373,Science,Lawyer special.,2024-12-05,❌,F,Yes
39019,S10777,Math,Institution perhaps news trip.,2024-10-26,pending,F,Yes
39020,S01545,Geography,Hear entire.,2024-11-29,❌,B-, 
39021,S09104,Science,Mrs environmental.,2024-10-02,❌,C,Yes
39022,S05995,Math,Wide case.,2025-02-10, ✔ ,C, 
39023,S10301,Arabic,Professor show region.,2025-02-10,❌,C-,Yes
39024,S01641,History,Size baby.,2024-09-19, ✔ ,A+,Yes
39025,S02038,History,Leg race treat.,2025-02-01,❌,F, 
39026,S10084,Math,Similar time.,2024-12-25,pending,A+,No
39027,S01563,English,He notice.,2024-12-10,✔,C,Yes
39028,S02829,Geography,Hit.,01/10/2025, ✔ ,A, 
39029,S05154,English,Perform window.,2024-10-26,pending,D,No
39030,S02000,Geography,Help she down.,2024-12-01,❌,A,No
39031,S04362,Science,Different people.,2024-11-09,❌,A+,Yes
39032,S09640,Science,Station century.,2025-03-01,❌,F,No
39033,S11745,Geography,Result learn.,10/16/2024, ✔ ,A+,No
39034,S04092,English,Pattern ever.,2024-09-08,✔,B-, 
39035,S10937,Science,Difficult himself include.,2024-10-26,✔,D,Yes
39036,S06982,Math,Song trip.,2025-01-12,✔,C,No
39037,S08571,English,Pull rule note.,2024-12-08,pending,B-,Yes
39038,S07840,English,Structure Republican myself society.,2025-02-01,✔,C-, 
39039,S04856,Math,Day book.,2024-09-12, ✔ ,A+,Yes
39040,S04362,Geography,Cultural call about.,02/16/2025,❌,F,Yes
39041,S10946,Science,Agent very especially body.,2024-10-27,❌,B-,No
39042,S04488,Science,Say job important again.,2024-10-02,pending,C-,No
39043,S06695,History,According save follow.,12/24/2024,pending,F,No
39044,S09192,Arabic,He defense.,2024-09-20,❌,B,No
39045,S04453,Science,Change occur feel.,2025-03-05,❌,A+,No
39046,S00521,Science,Establish outside country.,2025-01-25,✔,A, 
39047,S04675,Geography,Discuss usually structure.,2024-12-20,❌,D,No
39048,S01427,English,Feel have study structure.,2024-10-23,pending,D,No
39049,S03317,Science,Look next reason.,2024-09-17, ✔ ,B-,Yes
39050,S07877,Geography,Her front.,09/19/2024,pending,A+, 
39051,S03981,Geography,Cell.,2024-09-14,✔,C-,No
39052,S04877,Arabic,Dinner spring.,2024-11-24,✔,A,No
39053,S02157,Geography,Include.,2025-01-27,✔,B,Yes
39054,S06316,Arabic,Sense health church.,2024-11-15, ✔ ,C-, 
39055,S06524,Math,Across world central.,2025-01-21,❌,C, 
39056,S08290,Science,Attention class possible.,2025-01-29,❌,A+,No
39057,S01073,History,Feeling first themselves.,01/25/2025, ✔ ,A, 
39058,S07452,Math,Project future situation.,02/26/2025,pending,A,No
39059,S06140,Math,Play require.,2024-11-26,pending,B-,No
39060,S02211,Math,Town place again show.,2024-09-23,❌,C-,No
39061,S07053,English,Town allow speech.,2025-02-11,❌,C-, 
39062,S10444,Arabic,Get relate.,2024-12-29, ✔ ,F,No
39063,S00058,Geography,Take sense million.,2025-01-23,pending,A+, 
39064,S00362,English,View team look.,2025-02-24,❌,A,Yes
39065,S04024,History,Could off even.,2025-01-21,❌,C, 
39066,S03745,Arabic,Involve myself.,10/03/2024,✔,B,No
39067,S10997,Science,Citizen executive.,2024-12-22,✔,C, 
39068,S05470,History,Head amount money.,01/03/2025,❌,C,No
39069,S06061,English,Read century.,09/09/2024,✔,A+,No
39070,S01731,Arabic,General night.,2025-03-09,✔,D,No
39071,S00128,Science,Relationship itself language.,2024-12-25,❌,C,Yes
39072,S08736,History,Dog me course.,2024-12-30,✔,B,No
39073,S07019,Science,Break.,2025-02-06,✔,C,No
39074,S11957,Science,Stand assume.,2024-09-26,✔,F,No
39075,S03670,Science,Seat decision away.,2024-09-22,❌,C,No
39076,S04205,History,Business thank success.,2024-11-24,❌,D,Yes
39077,S03357,Science,Back decision thus.,2024-09-26,❌,B, 
39078,S00219,Science,Environment day.,2024-11-30,❌,C-,Yes
39079,S05683,English,Position example.,2024-12-22,❌,B,Yes
39080,S03045,English,Month high fall.,2025-01-29,✔,D,Yes
39081,S03743,History,Me necessary.,2024-12-28,✔,A, 
39082,S04656,English,Thus standard up.,09/14/2024,pending,A+, 
39083,S08701,Geography,Expect show.,12/30/2024,pending,C,Yes
39084,S07203,History,Prove special necessary.,2025-01-04,❌,A+,Yes
39085,S03459,Geography,Test short.,2024-09-08,❌,C,Yes
39086,S06569,Geography,Stock television might.,2024-10-18,❌,C-,No
39087,S01498,Math,Cold hospital.,02/07/2025, ✔ ,C,No
39088,S04016,Arabic,Face.,10/19/2024,❌,A+,Yes
39089,S02853,Arabic,Century stand ready.,2025-01-30,❌,D,Yes
39090,S12057,Arabic,Contain half color.,2024-11-01,❌,C, 
39091,S09413,Geography,Run no market provide.,2024-09-25,pending,A,Yes
39092,S11421,History,Four itself land.,2025-03-09,✔,D,Yes
39093,S04942,Arabic,Professional on probably.,2025-01-13,❌,A,No
39094,S07540,Science,Across.,2024-10-05,❌,A+, 
39095,S03534,English,Hour alone focus.,2025-02-07,❌,D,Yes
39096,S04249,Geography,Herself member.,2025-01-25, ✔ ,B, 
39097,S02897,Science,Weight too friend.,2024-11-29,❌,B, 
39098,S01098,Geography,Your sometimes TV.,12/23/2024,pending,C,Yes
39099,S05392,History,Four whatever third grow.,2024-12-29, ✔ ,A+,Yes
39100,S02495,Math,Number including left.,2024-09-20,❌,A+, 
39101,S00326,English,Team let air.,2025-01-14,✔,F, 
39102,S08411,Geography,Dog method.,2025-02-26,✔,C,No
39103,S03038,Arabic,Before treatment.,2024-12-25,✔,C-, 
39104,S00409,Science,Environment which wife.,2024-11-28,❌,C-,No
39105,S08092,Geography,Less they.,2024-11-29,✔,C,Yes
39106,S06295,History,Summer look.,2024-11-27, ✔ ,D,Yes
39107,S11267,Math,Them compare result.,2024-09-13, ✔ ,A,Yes
39108,S06375,Arabic,History often.,2024-11-12, ✔ ,C-,No
39109,S09552,Arabic,Here join want.,2024-10-30,pending,A+, 
39110,S02300,English,Black.,2025-02-11,❌,A, 
39111,S09585,Geography,Hard democratic wear people.,2024-12-12,❌,A,Yes
39112,S03427,Science,Stay not.,2025-02-13,✔,A+,Yes
39113,S03650,Science,Station car range.,2025-02-04, ✔ ,D,No
39114,S10349,Geography,Interesting.,2024-12-26,pending,A+,No
39115,S07916,Geography,Rule home leg hot.,2025-01-22,✔,B, 
39116,S02894,Arabic,New also again.,2025-01-07,❌,D,No
39117,S07705,English,Full rest ready.,2025-02-14,✔,B-,No
39118,S01078,History,Night.,2024-10-17,❌,B-,No
39119,S00994,Arabic,Movie perhaps.,2025-01-23,✔,B,No
39120,S07515,Science,Thousand team money.,2024-09-28,✔,A+,Yes
39121,S08025,English,Lay interview officer.,2025-03-05,❌,A, 
39122,S02419,Math,Identify style last available.,11/14/2024, ✔ ,B, 
39123,S08673,Arabic,Toward author.,2025-02-07, ✔ ,D, 
39124,S11241,Math,Your treatment two.,2024-12-24, ✔ ,C,Yes
39125,S01157,Science,His environment.,01/08/2025, ✔ ,C,Yes
39126,S04487,English,Series environment.,2024-10-01,✔,C-,No
39127,S11908,Math,Use car.,2024-12-05,❌,B, 
39128,S05289,Math,Soldier before role south.,2024-09-14,✔,A+, 
39129,S03947,English,Series.,11/12/2024,pending,C,No
39130,S10259,Geography,Believe sell audience.,2025-01-08,❌,F, 
39131,S07448,History,Price respond indicate.,2025-02-24,✔,C-,No
39132,S11923,Math,Financial.,2024-10-01,✔,B-, 
39133,S10038,Science,Necessary project thought summer.,2025-02-16,❌,C,No
39134,S12046,Science,Unit.,2025-01-02,❌,A+,No
39135,S11821,Math,Mrs security.,01/22/2025, ✔ ,D,Yes
39136,S11498,Science,Fly common father.,10/14/2024,✔,A,No
39137,S04192,History,Reach.,2025-01-17,✔,C, 
39138,S03271,Geography,Growth sort.,2024-11-09,❌,C,No
39139,S05931,Science,Strong second into.,2024-09-28,✔,D, 
39140,S04929,Arabic,Away cover class get.,2024-12-06,✔,A,Yes
39141,S05435,Math,Power garden.,2025-01-20,❌,C-, 
39142,S07232,Science,Stay realize course.,12/29/2024,✔,C,No
39143,S09495,Geography,Painting leader future.,2025-01-21, ✔ ,A,Yes
39144,S05790,English,Something film.,2025-01-10,❌,B-, 
39145,S11168,Arabic,Benefit.,2025-01-18, ✔ ,B,Yes
39146,S02059,History,Tax director.,2025-01-27,❌,D,No
39147,S07908,Science,Suddenly until past we.,2025-02-11,❌,C, 
39148,S03534,Geography,School available.,2024-10-11,❌,D,No
39149,S11884,Geography,Human wait.,2025-03-04,❌,A, 
39150,S09283,English,List local.,2025-01-26,pending,A,Yes
39151,S00645,History,At fact.,2025-03-03,❌,C-, 
39152,S06727,Geography,Subject you.,2024-11-19,✔,D, 
39153,S10554,Arabic,Dinner whatever kind.,2025-03-04,❌,D, 
39154,S06153,History,National radio best.,2024-11-25, ✔ ,A, 
39155,S03804,Math,Feeling safe face.,2024-10-29,pending,C, 
39156,S02248,Science,Crime different.,2024-09-13,✔,B,Yes
39157,S10701,Science,Can final free.,2024-09-14,pending,C,No
39158,S07513,English,Like wonder.,2024-11-03,✔,C-,No
39159,S00510,Science,Also fine.,2024-12-17,❌,B-,No
39160,S06382,Math,Finish.,2025-02-01,✔,B-, 
39161,S06503,History,Mother for building pull.,2024-09-26,✔,A+,No
39162,S00365,Math,Century quickly up.,2024-12-17,✔,A,Yes
39163,S09414,English,Much key early.,2024-11-19, ✔ ,A+,No
39164,S06462,Science,Might smile model.,2024-11-12,❌,D,No
39165,S05881,Arabic,Fall head station.,2025-01-03,✔,C-, 
39166,S02503,English,Run look.,12/20/2024,❌,A, 
39167,S11374,English,Station article happy.,2024-09-19, ✔ ,F, 
39168,S09693,History,Nor hold manager character.,2024-12-21, ✔ ,B,No
39169,S05617,Geography,Include woman specific action.,2025-01-21,pending,B-,Yes
39170,S05933,Geography,Arrive.,2024-10-30, ✔ ,F, 
39171,S03514,Science,Increase down.,2024-12-26,✔,D, 
39172,S12136,English,Push as.,2025-02-16,❌,F,Yes
39173,S11007,English,Hot me.,10/15/2024,✔,A+,No
39174,S05791,Science,White against.,2024-11-02,✔,B, 
39175,S02935,Math,Part nation.,2025-02-11, ✔ ,B-, 
39176,S00258,Arabic,Recently final mission.,2025-01-11,❌,B, 
39177,S10679,English,South significant.,2024-10-08, ✔ ,B-, 
39178,S06003,Arabic,Despite fear.,2024-11-07,❌,F,Yes
39179,S01143,Arabic,Final.,2024-12-04,✔,A,Yes
39180,S04813,History,Magazine man cut.,2025-02-01,❌,A,Yes
39181,S05046,Science,Yet art.,2024-12-19,✔,C-, 
39182,S01875,Arabic,My box shake.,2025-01-04,pending,A,Yes
39183,S00860,English,Life newspaper.,2024-11-04,pending,B, 
39184,S06258,Science,Ready do on.,11/20/2024,❌,F, 
39185,S00324,Science,Peace international exist.,2024-10-23,✔,B,Yes
39186,S02562,English,They development need.,2024-10-14,✔,F,No
39187,S01428,Geography,Company heavy cover.,2024-11-08,✔,B-,No
39188,S01533,English,Common attention beyond.,02/15/2025,✔,D,No
39189,S05621,Science,Finish upon owner.,09/09/2024,✔,B-,Yes
39190,S10907,Math,Process.,2024-09-09,pending,C, 
39191,S08199,Geography,Probably daughter individual.,2024-12-04,pending,C, 
39192,S01175,Science,Less best factor eye.,09/18/2024,pending,C,Yes
39193,S01965,History,Table network maybe.,2024-12-31,pending,B-,Yes
39194,S08511,English,Machine sister.,2024-12-16,❌,A+,No
39195,S01327,Geography,Help boy region.,2024-12-20,✔,C,Yes
39196,S05956,Arabic,Cause evening business.,11/01/2024,✔,B-, 
39197,S10270,History,May town line.,2025-01-22, ✔ ,F, 
39198,S10166,Arabic,Hope TV discover.,2025-01-19,❌,D,No
39199,S06620,Math,Write describe receive.,2025-02-03,✔,C,Yes
39200,S10280,Arabic,Source top stage.,2024-12-30,✔,C-, 
39201,S11681,Science,She guess.,2025-03-03,pending,C,No
39202,S06807,English,Cup maintain.,2024-12-12,✔,C,No
39203,S06927,English,Need food west ahead.,2025-02-09,✔,F, 
39204,S10827,History,Security at particularly.,2024-09-21,✔,A,No
39205,S05140,History,Involve someone.,2024-12-08,❌,A,No
39206,S02622,Math,Plan music treatment.,2025-02-12,pending,A+, 
39207,S11673,Science,Religious bank those.,2025-01-16,❌,C,No
39208,S04044,English,All consider.,2024-09-27,✔,C,No
39209,S03965,Arabic,Hope ball research.,10/28/2024,✔,C,No
39210,S05291,Arabic,Education.,2025-02-09,pending,A+, 
39211,S10524,Geography,Some group.,2024-09-27,pending,C, 
39212,S05592,History,Despite kind.,2024-11-20,pending,D, 
39213,S04195,Geography,Too commercial why.,2024-10-21,pending,A+,No
39214,S02708,Arabic,Hospital sign.,01/31/2025,❌,A,No
39215,S07972,History,Serious decide quickly.,11/06/2024,❌,B,No
39216,S08700,History,Area difference.,2025-01-04,✔,A+,No
39217,S08340,Arabic,Theory great.,2024-12-22,pending,A+,Yes
39218,S11187,Math,Family season.,10/22/2024, ✔ ,A, 
39219,S03986,History,Practice upon whose.,10/16/2024,❌,F, 
39220,S01872,Geography,Manager computer town.,12/25/2024,❌,A,No
39221,S02791,Geography,Live very American.,2025-01-08,❌,B,No
39222,S09142,Math,Mother determine.,2025-02-11,✔,D,Yes
39223,S10314,History,Common bank least.,2024-12-24,✔,C,Yes
39224,S09609,Arabic,Defense memory real.,2025-02-08,❌,F,No
39225,S10132,Science,Thank region.,2025-01-04, ✔ ,F, 
39226,S04030,Geography,Week reduce.,2025-02-17,❌,D,No
39227,S00917,Arabic,Director old.,2024-10-03,❌,A,Yes
39228,S05438,Geography,Fact join.,2024-09-14,✔,A,No
39229,S03732,English,Administration model own.,2024-12-11,❌,B,Yes
39230,S08235,English,Ability deep.,02/19/2025,❌,A+,No
39231,S07842,English,Minute himself.,2024-12-30,✔,B-,No
39232,S09611,Geography,Respond approach.,12/01/2024, ✔ ,B-, 
39233,S02761,Geography,Animal sort cause.,12/27/2024,✔,B-,Yes
39234,S08894,Arabic,Already peace pressure.,2024-10-28,❌,C-,Yes
39235,S08886,English,Food stop hope.,2024-10-12, ✔ ,C-,No
39236,S07543,Geography,Democrat low.,2024-10-18,❌,A+,Yes
39237,S05404,Math,My address.,2025-02-21,✔,D,No
39238,S01930,Geography,End quite black.,2024-09-20,❌,C, 
39239,S03268,Math,Alone nearly have.,2025-01-24,✔,F, 
39240,S10580,Arabic,Fly produce.,2024-10-29,❌,C, 
39241,S11424,Arabic,Dark watch.,2024-11-16,❌,D,Yes
39242,S08627,Science,Business other.,2024-11-19,pending,B-,Yes
39243,S01573,Math,East parent training.,2024-12-18,pending,D, 
39244,S05619,English,Message month.,2024-10-02, ✔ ,A,No
39245,S06150,Arabic,Visit sea idea.,2024-12-23,❌,C-,No
39246,S05103,Geography,Spring out only.,2025-02-13, ✔ ,B,Yes
39247,S08513,Science,Sister box.,11/16/2024,❌,B,No
39248,S01014,Math,Special usually.,10/30/2024,❌,F,Yes
39249,S07465,Math,May win.,2024-12-14,✔,B,Yes
39250,S08300,History,Most environment system.,09/17/2024, ✔ ,D,Yes
39251,S02985,Math,Hand.,2024-09-13,✔,D,Yes
39252,S06898,History,Force attention.,2025-01-26, ✔ ,B-,No
39253,S01862,Math,Feeling cold population rule.,2024-11-14,✔,F,Yes
39254,S08450,Arabic,Safe debate.,2024-09-17,✔,B,Yes
39255,S07785,Science,Campaign hundred.,2024-10-26,❌,A+,Yes
39256,S00427,History,Room type.,2024-10-20,❌,A+,Yes
39257,S09614,History,Happen amount.,2024-10-01,❌,D,Yes
39258,S05001,History,Degree reduce paper.,2024-09-26,❌,D,Yes
39259,S11479,Geography,If benefit benefit.,02/08/2025,pending,A+, 
39260,S07052,Arabic,Watch idea human.,2024-11-30,✔,C, 
39261,S11409,History,Field learn.,10/25/2024,❌,C-,No
39262,S08132,Geography,Yourself trip development.,2024-10-10,✔,D,Yes
39263,S02638,Arabic,Of determine learn.,2025-02-02,pending,D,Yes
39264,S01328,History,Treat station.,12/09/2024,❌,C,Yes
39265,S11813,Arabic,To inside.,2024-11-10,✔,C-,No
39266,S01533,English,Type almost focus.,2025-02-07,pending,F,Yes
39267,S05218,Geography,Rather.,2024-09-16,❌,B,Yes
39268,S02964,Science,Discuss mouth leg.,2024-12-25,pending,B, 
39269,S11198,History,Anyone day.,2024-09-13,✔,F,No
39270,S00358,Science,Leg seven.,2024-11-12, ✔ ,A,Yes
39271,S10492,Science,Firm.,11/25/2024,❌,C,Yes
39272,S00312,Arabic,Consumer fact.,2024-10-11,✔,B, 
39273,S05148,Math,Party stage her.,2024-09-23,❌,B,No
39274,S00632,History,North site page.,2024-12-31, ✔ ,F, 
39275,S09524,Math,Rate provide tough similar.,2024-12-25,❌,B, 
39276,S06609,Science,Senior economic.,2024-09-30, ✔ ,B,Yes
39277,S04584,Arabic,Talk student.,2024-12-31,❌,B,Yes
39278,S07596,History,Meet human hit.,2024-10-03, ✔ ,C,No
39279,S04166,History,Dream look.,2024-09-11,❌,F,No
39280,S01132,History,Road American more.,2024-09-13,✔,B-,Yes
39281,S11304,Science,Family him building.,01/04/2025, ✔ ,B,Yes
39282,S06138,History,Man little.,2024-12-25,❌,D,Yes
39283,S11784,Math,Theory this improve.,2024-09-30,✔,C, 
39284,S10043,Math,Itself card.,02/04/2025, ✔ ,A+,Yes
39285,S05288,Math,Pressure else.,11/29/2024,✔,C-, 
39286,S09110,Math,Theory officer whom detail.,2024-10-05,❌,C,Yes
39287,S08628,Geography,Organization think place.,2024-12-18,✔,B-, 
39288,S05605,Arabic,Only reveal will religious.,2025-01-16,✔,C-,No
39289,S00054,History,Investment explain society.,2024-09-24, ✔ ,A+,Yes
39290,S05041,Arabic,Stay.,2024-09-17,❌,A,Yes
39291,S02167,History,Yourself law.,01/02/2025,✔,A+,Yes
39292,S02342,Math,Over daughter.,10/16/2024,❌,F,No
39293,S02645,English,Eye.,09/09/2024,❌,C-,Yes
39294,S05265,Geography,While address.,2025-01-01,❌,C, 
39295,S01548,English,But base wear.,2024-12-10,pending,B-, 
39296,S01241,Geography,Project theory audience.,2024-10-11,✔,A, 
39297,S10259,Arabic,Movie stand.,2024-11-01,❌,B,Yes
39298,S06545,English,Feeling cut top.,2025-02-08, ✔ ,D,Yes
39299,S02296,Arabic,Think determine.,2024-10-18,✔,A,Yes
39300,S01040,Arabic,Process term.,2024-10-18,pending,B,Yes
39301,S00375,Arabic,Alone cover.,12/23/2024,✔,B,No
39302,S02862,History,Old to or want.,2025-01-18,✔,A+, 
39303,S04925,History,Tend good toward.,2024-11-28,✔,B-, 
39304,S01858,Science,General summer test.,2024-12-21, ✔ ,D,Yes
39305,S03156,History,Mean stock.,2025-01-04,✔,D, 
39306,S05828,English,Road allow its.,12/25/2024,pending,B-,Yes
39307,S02324,English,Have pass series TV.,10/01/2024,❌,F, 
39308,S12115,Geography,Rule group check.,2025-01-31,❌,A, 
39309,S05443,Geography,Another six agreement.,2025-02-05,❌,B,Yes
39310,S02106,Science,Man get.,2025-02-26, ✔ ,C-,Yes
39311,S05899,History,Pressure around police.,2025-02-22,❌,C, 
39312,S04607,Geography,Knowledge final data.,10/24/2024,✔,C,Yes
39313,S01402,History,Focus industry.,11/12/2024,✔,C-,No
39314,S10712,Arabic,Computer rise.,2024-11-07,❌,C,Yes
39315,S07690,Math,Recent bag whom.,2025-02-08,❌,B-,No
39316,S01496,Math,Sport share.,01/18/2025,❌,A,No
39317,S06989,History,Tv my modern.,2025-01-15,✔,A,Yes
39318,S09681,Math,Describe commercial.,2024-09-12, ✔ ,C-,Yes
39319,S10835,Science,Foreign writer over.,2024-10-27,pending,D, 
39320,S09964,Science,Others that voice.,2024-11-06,✔,D, 
39321,S11160,Geography,Herself similar serious staff.,2025-02-07,❌,B,Yes
39322,S00246,History,Business.,2025-02-28,✔,C, 
39323,S09682,Geography,Get.,2024-12-23,❌,A,Yes
39324,S09700,Geography,Level clearly government around.,2024-11-08,❌,F,No
39325,S10022,Arabic,Ever marriage.,01/18/2025, ✔ ,D,No
39326,S10666,History,Trouble ago condition degree.,2025-02-15, ✔ ,D, 
39327,S10061,Science,Involve finish democratic.,2025-01-30,❌,C-,No
39328,S10635,Science,Involve bag dream.,2024-10-18,❌,C-,Yes
39329,S06136,Arabic,Make.,2024-09-25,✔,C, 
39330,S01071,History,Anything fill.,2025-02-09,❌,A,No
39331,S05885,History,Establish writer continue ahead.,02/09/2025, ✔ ,A+,No
39332,S01845,Arabic,Everyone decision.,2024-09-10,pending,B-, 
39333,S01458,Science,Sport project network.,10/27/2024,✔,F,No
39334,S01768,History,Score.,2024-12-30,❌,A,Yes
39335,S09957,History,Develop state same.,2024-11-13,pending,D, 
39336,S08307,History,Serious marriage.,2024-10-29,✔,B, 
39337,S10723,History,Team above power.,2024-09-19,pending,C-, 
39338,S07952,English,Key town.,2024-10-28,❌,A+,Yes
39339,S09441,English,Idea where certainly.,2024-09-14,❌,C-,Yes
39340,S00242,Arabic,Whose relationship off.,2024-11-14,pending,B-, 
39341,S09247,Arabic,Matter.,2024-09-24,✔,A+,No
39342,S08485,History,Child.,2024-10-02,❌,D,Yes
39343,S00004,English,Marriage effect experience.,2024-10-06,❌,C-, 
39344,S01578,History,National decide.,2024-10-11, ✔ ,A,Yes
39345,S06154,English,Week term hand.,2024-09-10,❌,C,No
39346,S08409,Geography,Spring would sister.,2025-01-27,❌,F,Yes
39347,S00994,Math,Soldier major.,2024-10-09,✔,F,No
39348,S11877,History,Left green someone.,2025-03-02,✔,A,No
39349,S02477,Math,Class seven better.,12/04/2024,pending,A, 
39350,S09178,Science,Put shake.,2024-10-08,❌,B,No
39351,S09838,Arabic,Music your.,2025-02-28,✔,D,Yes
39352,S06649,English,Different approach.,2024-12-23,✔,A+, 
39353,S02334,English,Collection remember.,02/25/2025,❌,A+,No
39354,S00566,English,So could.,2025-02-02,❌,F,No
39355,S08581,History,Safe hundred example.,2024-12-28,✔,B-,Yes
39356,S10926,Geography,Quite art each.,11/17/2024,✔,B, 
39357,S02609,English,Kind save nature.,2024-12-31,pending,C,No
39358,S05476,Science,Year can official.,2025-01-29,✔,B-, 
39359,S11574,Science,Table early.,2024-10-12,❌,A+,Yes
39360,S11234,Geography,Alone prevent store.,2024-10-24,✔,A,No
39361,S01116,Geography,People kitchen movie.,2025-02-12,✔,B-, 
39362,S00050,Arabic,Range authority.,2024-10-10, ✔ ,A+,Yes
39363,S01502,Science,Second east road.,2024-09-21,✔,F,Yes
39364,S11417,Geography,First another can.,2024-11-26,pending,C, 
39365,S06504,Geography,Step into.,2025-02-25,✔,F, 
39366,S00675,History,Water.,2024-10-11,✔,F,No
39367,S09358,History,Act ten money.,2024-10-05,pending,D,No
39368,S08778,Geography,Simple try blue.,2024-11-30,✔,A,No
39369,S04621,Math,High plan.,2025-03-07, ✔ ,A+,No
39370,S12022,Math,Concern member.,2024-12-25, ✔ ,A+,Yes
